ID;NAME;Kartenart;Quellkonto KontoID;Quellkonto;Quellkonto Beschreibung;Quellkonto BUB;Quellkonto LIB;Zielkonto KontoID;Zielkonto;Zielkonto Beschreibung;Zielkonto BUB;Zielkonto LIB;Verschiedene Lager;handler
392;Korrektur Umsatzkonto;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
393;Stornierung WE Retoure;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;;
394;Schmuckeinlagerung;330;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;;
395;Fakturierung Witt-Bestand (Sammler);-1;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;46
396;Umf. gesp. Bestand an anderes KLV Lager ;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;Y;
397;Pos. Gesp.Trans. Kontenabgr. Inventur;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
398;Nachres. Pickfehler;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;;
399;Storno Auslagerung Vers.;;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;;
400;KABA Storno vom Sammler;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;162
400;KABA Storno vom Sammler;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;Y;162
401;Storno Vorreservierfehler;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;;
402;Pos. Diff. Fakt. Best.;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
403;Neg. Diff. Fakt. Best.;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
404;Ausbuchung Umfuhr;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
405;NOA-Fakt.-buchg. WA-Kunde aus fakt.Best.;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;;46
406;Storno einer Rechnung in Fakt. Best.;;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
407;Wareneinlager. aus gesp. Transp.bestand;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
408;Filialruecksendung Lascana in Bramfeld;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
409;pos. Bestandsdiff. Ruecksendestelle;-1;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;;
410;Ausbuchung der Ruecksendestelle;;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
411;Ausbuchung des Hilfskontos fuer BUB;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
412;Ausbuchung WITT-Bestand;;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
413;Ausbuchung gesperrter Bestand;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
414;Ausbuchung Transportbestand;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
414;Ausbuchung Transportbestand;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
415;Ausbuchung des fakturierf. Bestandes;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
416;Ausbuchung des Umsatzkontos;315;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
417;Ausbuchung des Retoureneingangs;;9;Retoureneingang;"Retourenbestand im Lager; eingegangen; aber noch nicht geprueft und damit kein verfuegbarer Bestand";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
418;Ausbuchung des abgehenden Transportbest.;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
419;Ausbuchung von QS gesperrter Best.;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
420;Ausbuchung von QS ungeprueft / WE1;;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
421;Ausbuchung von Beauftragter Best.;;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
422;Ausbuchung von Res.fuer Entn. Komm.;-1;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
423;Ausbuchung von Transp. gesp. n-bub;-1;94;Transp. gesp. n-bub;Gesperrter nicht bub-relevanter Transportbestand (der Rücksendestelle) für den Konzern;N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
424;Ausbuchung von Bestand RS nicht-bub;-1;95;Bestand RS nicht-bub;nicht bub-relevanter Bestand der Rücksendestelle für den Konzern;N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
425;Ausbuchung von virtuellem Bestand;;45;Virt. Bestand;Vitueller Bestand;N;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
426;Korr. Rückgabe Lieferant;;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
427;Warenausgang Rückgabe Lieferant;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;;
428;Korr. Rückgabe Mandant;305;23;Rueckgabe Mandant;"Umsatz Rueckgabe von Ware an den
Mandanten";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
429;Korr. Inventurdiff.;305;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
430;Beauftragung für SSM International;315;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
431;Umb. gesperrter Bestand ver.Lager;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
432;Umb. Transportbe-stand ver.Lager;;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
433;Umb. fakt.Best. ver.Lager;;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
434;Umb. Bestandsdiff. ver Lager;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;Y;
435;Umb. QS-gesp.Best. ver. Lager;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;Y;
436;Umb. WE1 ver. Lager;;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;25;QS ungeprüft / WE1;Wareneingänge nach Vereinnahmung per WE1 und vor Freischaltung per WE2 im Zustand QS-ungeprüft bzw. wartend auf Zollfreigabe;N;N;Y;
437;Umb. Beauftr. Best. ver. Lager;;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;Y;
438;Umb. Res. Entn. ver. Lager;;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;Y;
439;Umb. Kto. 17 ver. Lager;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;Y;
440;"Umb. ALT: ALT: Entn.;nich";;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;39;Sport Scheck intern.;Reservierter Bestand für SportScheck-International-Aktivitäten im Rahmen der logischen Bestandstrennung. Nur für Lager 23/25. Nur zur Bebuchung durch die Retail-Schicht. Teil des Buchbestands.;Y;N;Y;
441;Minusdifferenz auf Ruecksendestelle;;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
442;Plusdifferenz auf Ruecksendestelle;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;Y;
443;Minusdifferenz auf QS-gesperrter Bestand;;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
444;Plusdifferenz auf QS-gesperrter Bestand;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;Y;
445;Inventurdifferenz BUB-Erhoehung;305;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
446;Inventurdifferenz BUB-Verringerung;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;;
447;Einlagerung Ruecksendestelle;;90;Initialzugang; Initialzugang Umsatz;N;N;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;N;
448;Storno Wareneingang Retoure;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;12;WE Retoure;Wareneingang (WE) Retoure;N;N;N;
449;Warenrueckgabe aus OCE;;42;Int.warenabzug IWA;Umsatz Interner Warenabzug und Warenruecklauf;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
450;Lagerschaden auf WA-Lieferant;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;;
451;Storno Lagerschaden auf WA-Lieferant;;7;Rueckgabe Lieferant;Umsatz Rueckgabe von Ware an Lieferant;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
452;Lagerschaden auf Totalschaden;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;;
453;Storno Lagerschaden auf Totalschaden;305;22;Totalschaden;"Umsatz ausgebucht per Kanalbuchung: Genutzt in Altsystemen fuer alle Kanalbuchungen gemeinsam; neu nur fuer den Kanal Totalschaden";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
454;Lagerschaden auf Umsatz Dritt.;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;33;Drittverk. /Verwert.;"Drittverkauf / Verwertung direkt aus dem Lager bzw. Fililale
Abgang aus BUB";N;N;;
455;Storno Lagerschaden auf Umsatz Dritt.;305;33;Drittverk. /Verwert.;"Drittverkauf / Verwertung direkt aus dem Lager bzw. Fililale
Abgang aus BUB";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
456;Lagerschaden auf BUB-Korrektur;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
457;Storno Lagerschaden auf BUB-Korrektur;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
458;LSB auf Gesp. Bestand (LSB Lieferant);340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
459;Storno LSB Lieferant auf Gesp. Bestand;330;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;;
460;Inventurdiff. pos. in reserv.Bestand;-1;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
461;Erhöhung externer Bestand;-1;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;N;
462;Reduzierung  externer Bestand;-1;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;6;WE Lieferant;Wareneingang vom Lieferanten (Umsatz);N;N;N;
463;WA-Kunde externer Bestand;-1;19;externer Bestand;externer Bestand (bestandsintegrierte Nichtlagerware und DirectOSS-Artikel);N;Y;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;N;194
464;Differenzausgleich AKS (Versand plus);;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;N;
465;Differenzausgleich AKS (Versand minus);;38;Reserviert Versand;"Reserviert fuer Entnahme im Kommissionierlager (Versand); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";N;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;N;
466;Buchung Uebergabe an Aufbereiter;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;N;
467;Storno Buchung Aufbereiter;;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;N;
468;pos. Inventurdiff. Aufbereit;;10;Inventurdifferenz;Aus dem Buchbestand ausgebuchte Inventurdiffenz (Umsatz);N;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;N;
469;Storno Reservierung;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;34;Beauftragter Best.;Zur Auslagerung beauftragter Bestand im Zentrallager Stationär/Filiale SAS/Caruso;Y;N;N;
470;St. Transp. abg.;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;N;
471;Inventur pos. Abgr. Reserviert Stationär;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
472;Inventur neg. Abgr. Reserviert Stationär;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;;
473;Inventur pos. Abgr. Aufbereit. Stationär;;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
474;Inventur neg. Abgr. Aufbereit. Stationär;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;;
475;Inventur Abgrenzung TLIB gesperrt;;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
476;Inventur Abgrenzung TLIB gesperrt neg.;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;13;Transp.best gesperrt;"Transportbestand; der nicht zusagbar und nicht lieferbar ist";Y;N;;
477;Inventur Abgrenzung QS gesperrt;-1;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
478;Inventur Abgrenzung QS gesperrt neg.;-1;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;;
479;Inventur Abgrenzung Reserv. Stat.;;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
480;Inventur Abgrenzung Reserv. Stat. neg.;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;17;Reserviert Stationär;"Reserviert fuer Entnahme im Kommissionierlager (Stationaer); jedoch noch nicht kommissioniert (Ergebnis der Lagerfakturierung)";Y;N;;
481;Inventur Abgrenzung Aufbereitung stat.;;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;;
482;Inventur Abgrenzung Aufbereit. stat. neg;;4;Bestandsdifferenzen;Bestandsfifferenzen / Fehlbestand: Noch nicht inventurwirksam ausgebuchter erkannter Fehlbestand als Bestandteil des Buchbestandes;Y;N;40;Aufbereitung Stionär;Aufbereitungsbestand Stationaer (Veredelung der Ware fuer Einsatz in Filialen z.B. durch BFS);Y;N;;
483;Ausbuchung des gesperrter Bestand;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;96;Artikeldeaktivierung;Konto für die Buchung von gelöschten Artikeln;N;N;N;
